[2025-12-02 15:16:07] [INFO    ] discord.client: logging in using static token
[2025-12-02 17:22:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': '0b48b7a593ccb911abb669d7a89ba6bc', 'members': [{'user': {'username': 'cuccucthanthanh', 'public_flags': 0, 'primary_guild': None, 'id': '482422953263366144', 'global_name': 'tasukete svarogu', 'display_name_styles': None, 'display_name': 'tasukete svarogu', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'fdd4317564f1e7015a29745b307a769f'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-25T11:31:04.487000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'Golden_cat', 'public_flags': 0, 'primary_guild': None, 'id': '1442862200480989256', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '2671', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1442865601583251479'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-25T13:12:46.657000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1442840006749323387', 'chunk_index': 0, 'chunk_count': 1}}
[2025-12-02 17:22:31] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-02 17:22:31] [DEBUG   ] discord.state: Processed a chunk for 2 members in guild ID 1442840006749323387.
[2025-12-02 17:22:33] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-12-02 17:22:33] [DEBUG   ] discord.client: Dispatching event ready
[2025-12-02 17:23:05] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-12-02 17:23:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 17:23:47] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-12-02 17:23:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 18:06:32] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-12-02 18:06:32] [DEBUG   ] discord.gateway: Received WSMessage(type=<WSMsgType.CLOSED: 257>, data=None, extra=None)
[2025-12-02 18:06:32] [DEBUG   ] discord.gateway: Websocket closed with 1006, attempting a reconnect.
[2025-12-02 18:06:32] [DEBUG   ] discord.client: Got a request to RESUME the websocket.
[2025-12-02 18:06:32] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-12-02 18:06:41] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-c.discord.gg
[2025-12-02 18:06:41] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-c-kbs4",{"micros":0.0}]']}}
[2025-12-02 18:06:41] [DEBUG   ] discord.gateway: Shard ID None has sent the RESUME payload.
[2025-12-02 18:06:41] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 18:06:41] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 9, 'd': False}
[2025-12-02 18:06:41] [INFO    ] discord.gateway: Shard ID None session has been invalidated.
[2025-12-02 18:06:41] [DEBUG   ] discord.client: Got a request to IDENTIFY the websocket.
[2025-12-02 18:06:41] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-12-02 18:06:42] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-c.discord.gg
[2025-12-02 18:06:42] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-c-mn27",{"micros":0.0}]']}}
[2025-12-02 18:24:35] [DEBUG   ] discord.gateway: Shard ID None has sent the IDENTIFY payload.
[2025-12-02 18:24:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 18:24:36] [DEBUG   ] discord.gateway: Received WSMessage(type=<WSMsgType.CLOSED: 257>, data=None, extra=None)
[2025-12-02 18:24:36] [DEBUG   ] discord.gateway: Websocket closed with 1006, attempting a reconnect.
[2025-12-02 18:24:36] [DEBUG   ] discord.client: Got a request to RESUME the websocket.
[2025-12-02 18:24:36] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-12-02 18:24:36] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-c.discord.gg
[2025-12-02 18:24:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-c-80sm",{"micros":0.0}]']}}
[2025-12-02 18:24:36] [DEBUG   ] discord.gateway: Shard ID None has sent the RESUME payload.
[2025-12-02 18:24:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 18:24:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 9, 'd': False}
[2025-12-02 18:24:36] [INFO    ] discord.gateway: Shard ID None session has been invalidated.
[2025-12-02 18:24:37] [DEBUG   ] discord.client: Got a request to IDENTIFY the websocket.
[2025-12-02 18:24:37] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-12-02 18:24:37] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-c.discord.gg
[2025-12-02 18:24:37] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-c-pjvf",{"micros":0.0}]']}}
[2025-12-02 18:28:05] [DEBUG   ] discord.gateway: Shard ID None has sent the IDENTIFY payload.
[2025-12-02 18:28:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 18:28:05] [DEBUG   ] discord.gateway: Received WSMessage(type=<WSMsgType.CLOSED: 257>, data=None, extra=None)
[2025-12-02 18:28:05] [DEBUG   ] discord.gateway: Websocket closed with 1006, attempting a reconnect.
[2025-12-02 18:28:05] [DEBUG   ] discord.client: Got a request to RESUME the websocket.
[2025-12-02 18:28:05] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-12-02 18:28:05] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-c.discord.gg
[2025-12-02 18:28:05] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-c-frvv",{"micros":0.0}]']}}
[2025-12-02 18:28:05] [DEBUG   ] discord.gateway: Shard ID None has sent the RESUME payload.
[2025-12-02 18:28:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 18:28:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 9, 'd': False}
[2025-12-02 18:28:06] [INFO    ] discord.gateway: Shard ID None session has been invalidated.
[2025-12-02 18:28:06] [DEBUG   ] discord.client: Got a request to IDENTIFY the websocket.
[2025-12-02 18:28:06] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-12-02 18:28:06] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-c.discord.gg
[2025-12-02 18:28:06] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-c-0v16",{"micros":0.0}]']}}
[2025-12-02 18:30:45] [DEBUG   ] discord.gateway: Shard ID None has sent the IDENTIFY payload.
[2025-12-02 18:30:46] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 18:30:46] [DEBUG   ] discord.gateway: Received WSMessage(type=<WSMsgType.CLOSED: 257>, data=None, extra=None)
[2025-12-02 18:30:46] [DEBUG   ] discord.gateway: Websocket closed with 1006, attempting a reconnect.
[2025-12-02 18:30:46] [DEBUG   ] discord.client: Got a request to RESUME the websocket.
[2025-12-02 18:30:46] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-12-02 18:30:47] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-c.discord.gg
[2025-12-02 18:30:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-c-82v4",{"micros":0.0}]']}}
[2025-12-02 18:30:47] [DEBUG   ] discord.gateway: Shard ID None has sent the RESUME payload.
[2025-12-02 18:30:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 18:30:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 9, 'd': False}
[2025-12-02 18:30:47] [INFO    ] discord.gateway: Shard ID None session has been invalidated.
[2025-12-02 18:30:47] [DEBUG   ] discord.client: Got a request to IDENTIFY the websocket.
[2025-12-02 18:30:47] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-12-02 18:30:48] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-c.discord.gg
[2025-12-02 18:30:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-c-959s",{"micros":0.0}]']}}
[2025-12-02 18:30:53] [DEBUG   ] discord.gateway: Shard ID None has sent the IDENTIFY payload.
[2025-12-02 18:30:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 18:30:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'Golden_cat', 'primary_guild': None, 'mfa_enabled': False, 'id': '1442862200480989256', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '2671', 'clan': None, 'bot': True, 'avatar': None}, 'session_type': 'normal', 'session_id': '1249703d00f6f1ee3730464e69f82ada', 'resume_gateway_url': 'wss://gateway-us-east1-c.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '1442840006749323387'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['singapore', 'hongkong', 'india', 'japan', 'dubai'], 'game_relationships': [], 'auth': {}, 'application': {'id': '1442862200480989256', 'flags': 557056}, '_trace': ['["gateway-prd-arm-us-east1-c-959s",{"micros":234406,"calls":["id_created",{"micros":534,"calls":[]},"session_lookup_time",{"micros":483,"calls":[]},"session_lookup_finished",{"micros":9,"calls":[]},"discord-sessions-prd-2-77",{"micros":233042,"calls":["start_session",{"micros":196245,"calls":["discord-api-rpc-7d965664fc-qbdtb",{"micros":69424,"calls":["get_user",{"micros":8993},"get_guilds",{"micros":5539},"send_scheduled_deletion_message",{"micros":19},"guild_join_requests",{"micros":235},"authorized_ip_coro",{"micros":50},"pending_payments",{"micros":854},"apex_experiments",{"micros":112506},"user_activities",{"micros":10},"played_application_ids",{"micros":4},"linked_users",{"micros":3}]}]},"starting_guild_connect",{"micros":28,"calls":[]},"presence_started",{"micros":15298,"calls":[]},"guilds_started",{"micros":46,"calls":[]},"lobbies_started",{"micros":1,"calls":[]},"guilds_connect",{"micros":2,"calls":[]},"presence_connect",{"micros":21394,"calls":[]},"connect_finished",{"micros":21401,"calls":[]},"build_ready",{"micros":11,"calls":[]},"clean_ready",{"micros":0,"calls":[]},"optimize_ready",{"micros":1,"calls":[]},"split_ready",{"micros":10,"calls":[]}]}]}]']}}
[2025-12-02 18:30:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-02 18:30:53] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: 1249703d00f6f1ee3730464e69f82ada).
[2025-12-02 18:30:53] [DEBUG   ] discord.client: Dispatching event connect
[2025-12-02 18:30:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'owner_id': '482422953263366144', 'discovery_splash': None, 'premium_tier': 0, 'profile': None, 'guild_scheduled_events': [], 'premium_subscription_count': 0, 'premium_features': None, 'max_stage_video_channel_users': 50, 'inventory_settings': None, 'application_command_counts': {}, 'stickers': [], 'joined_at': '2025-11-25T13:12:46.657000+00:00', 'system_channel_flags': 0, 'id': '1442840006749323387', 'emojis': [], 'name': "tasukete svarogu's server", 'roles': [{'version': 1764070264570, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1442840006749323387', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1764076366634, 'unicode_emoji': None, 'tags': {'bot_id': '1442862200480989256'}, 'position': 1, 'permissions': '563276639759424', 'name': 'Golden_cat', 'mentionable': False, 'managed': True, 'id': '1442865601583251479', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'large': False, 'threads': [], 'latest_onboarding_question_id': None, 'region': 'deprecated', 'hub_type': None, 'soundboard_sounds': [], 'unavailable': False, 'verification_level': 0, 'rules_channel_id': None, 'description': None, 'afk_timeout': 300, 'preferred_locale': 'en-US', 'home_header': None, 'default_message_notifications': 0, 'public_updates_channel_id': None, 'application_id': None, 'embedded_activities': [], 'max_video_channel_users': 25, 'explicit_content_filter': 0, 'voice_states': [], 'nsfw': False, 'max_members': 25000000, 'owner_configured_content_level': 0, 'afk_channel_id': None, 'safety_alerts_channel_id': None, 'channels': [{'version': 1764070264572, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '1442840007629996133', 'flags': 0}, {'version': 1764070264575, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Voice Channels', 'id': '1442840007629996134', 'flags': 0}, {'version': 1764070264580, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1442840007629996133', 'name': 'general', 'last_message_id': '1445327687752351828', 'id': '1442840007629996135', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1764070264598, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1442840007629996134', 'name': 'General', 'last_message_id': None, 'id': '1442840007629996136', 'icon_emoji': {'name': '🎙', 'id': None}, 'flags': 0, 'bitrate': 64000}], 'member_count': 2, 'activity_instances': [], 'incidents_data': None, 'icon': '2110b0f6abf0a7af0ff7461b30a4fc4f', 'premium_progress_bar_enabled': False, 'mfa_level': 0, 'stage_instances': [], 'lazy': True, 'nsfw_level': 0, 'splash': None, 'features': [], 'system_channel_id': '1442840007629996135', 'version': 1764070264606, 'moderator_reporting': None, 'presences': [], 'banner': None, 'vanity_url_code': None, 'members': [{'user': {'username': 'Golden_cat', 'public_flags': 0, 'primary_guild': None, 'id': '1442862200480989256', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '2671', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1442865601583251479'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-25T13:12:46.657000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}]}}
[2025-12-02 18:30:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-02 18:30:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': '928bfa4c7bd32ac2d951fb22ef0d380e', 'members': [{'user': {'username': 'cuccucthanthanh', 'public_flags': 0, 'primary_guild': None, 'id': '482422953263366144', 'global_name': 'tasukete svarogu', 'display_name_styles': None, 'display_name': 'tasukete svarogu', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'fdd4317564f1e7015a29745b307a769f'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-25T11:31:04.487000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'Golden_cat', 'public_flags': 0, 'primary_guild': None, 'id': '1442862200480989256', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '2671', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1442865601583251479'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-25T13:12:46.657000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1442840006749323387', 'chunk_index': 0, 'chunk_count': 1}}
[2025-12-02 18:30:54] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-12-02 18:30:54] [DEBUG   ] discord.state: Processed a chunk for 2 members in guild ID 1442840006749323387.
[2025-12-02 18:30:55] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-12-02 18:30:55] [DEBUG   ] discord.client: Dispatching event ready
[2025-12-02 18:31:29] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-12-02 18:31:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 18:32:10] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-12-02 18:32:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 18:32:51] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-12-02 18:32:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 18:33:33] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-12-02 18:33:33] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-12-02 18:34:14] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2025-12-02 18:34:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
